line,cycle,type,cat,dataset,prog,yld_kg,DON,height
MS11S2052-024,C2,sel,C2_sel,breed_TP,NA,5284.827151,9.238255557,69.07903486
MS11S2053-015,C2,sel,C2_sel,breed_TP,NA,5237.005478,8.110975034,66.37267639
MS11S2053-018,C2,sel,C2_sel,breed_TP,NA,5304.915109,8.680489518,70.37248359
MS11S2053-023,C2,sel,C2_sel,breed_TP,NA,5767.128771,5.444636731,67.60964752
MS11S2057-016,C2,sel,C2_sel,breed_TP,NA,4996.947236,17.81481655,68.68952159
MS11S2057-023,C2,sel,C2_sel,breed_TP,NA,4969.826912,8.645020226,74.07351647
MS11S2058-004,C2,sel,C2_sel,breed_TP,NA,4958.306007,10.83936906,65.69682349
MS11S2058-010,C2,sel,C2_sel,breed_TP,NA,5308.296654,12.59474836,65.3537858
MS11S2058-012,C2,sel,C2_sel,breed_TP,NA,5520.698479,7.482216771,63.9084694
MS11S2058-014,C2,sel,C2_sel,breed_TP,NA,6196.492651,9.383005338,68.00418854
MS11S2058-019,C2,sel,C2_sel,breed_TP,NA,5325.637393,9.676011562,68.00601449
MS11S2058-021,C2,sel,C2_sel,breed_TP,NA,5262.862335,5.504323721,71.80276593
MS11S2058-022,C2,sel,C2_sel,breed_TP,NA,5479.437993,9.196575921,66.46101944
MS11S2063-020,C2,sel,C2_sel,breed_TP,NA,3188.015176,22.46877295,60.63471217
MS11S2064-005,C2,sel,C2_sel,breed_TP,NA,5239.779432,7.458370146,72.34155611
MS11S2064-006,C2,sel,C2_sel,breed_TP,NA,4668.307916,8.825930893,60.51448579
MS11S2064-008,C2,sel,C2_sel,breed_TP,NA,5134.50729,14.06404442,70.5747139
MS11S2064-009,C2,sel,C2_sel,breed_TP,NA,5573.215195,7.920267,64.63448591
MS11S2064-016,C2,sel,C2_sel,breed_TP,NA,4709.882707,11.21184905,62.8939305
MS11S2064-018,C2,sel,C2_sel,breed_TP,NA,5101.823599,12.84884296,69.32186506
MS11S2065-022,C2,sel,C2_sel,breed_TP,NA,5251.991655,11.24549364,72.36931414
MS11S2069-019,C2,sel,C2_sel,breed_TP,NA,4391.051696,10.65089328,70.12707216
MS11S2070-017,C2,sel,C2_sel,breed_TP,NA,4950.696553,13.06093277,73.9199912
MS11S2070-018,C2,sel,C2_sel,breed_TP,NA,5190.75008,17.93246903,70.66694959
MS11S2075-014,C2,sel,C2_sel,breed_TP,NA,3465.468479,10.56524464,56.92432793
MS11S2075-015,C2,sel,C2_sel,breed_TP,NA,4737.807231,19.22752495,54.26189269
MS11S2075-019,C2,sel,C2_sel,breed_TP,NA,4387.284789,16.57027121,65.46695643
MS11S2076-002,C2,sel,C2_sel,breed_TP,NA,4643.634257,11.62862015,70.1836803
MS11S2076-014,C2,sel,C2_sel,breed_TP,NA,4810.973832,6.219132857,67.26521615
MS11S2076-019,C2,sel,C2_sel,breed_TP,NA,5080.97214,13.35051918,69.13121779
MS11S2076-021,C2,sel,C2_sel,breed_TP,NA,5283.17816,12.05984303,64.61859204
MS11S2076-022,C2,sel,C2_sel,breed_TP,NA,5186.204174,14.97394843,69.00578464
MS11S2077-003,C2,sel,C2_sel,breed_TP,NA,5245.399239,22.79656363,63.13105471
MS11S2077-013,C2,sel,C2_sel,breed_TP,NA,4596.979246,20.93553668,68.74228358
MS11S2078-001,C2,sel,C2_sel,breed_TP,NA,4965.189366,8.602269305,68.43761126
MS11S2078-017,C2,sel,C2_sel,breed_TP,NA,5619.498763,12.4277958,61.27400119
MS11S2079-018,C2,sel,C2_sel,breed_TP,NA,5480.112946,9.953891584,68.36784827
MS11S2080-002,C2,sel,C2_sel,breed_TP,NA,5573.18101,8.097538782,65.18666312
MS11S2080-004,C2,sel,C2_sel,breed_TP,NA,5603.346579,13.87819309,63.63752745
MS11S2080-006,C2,sel,C2_sel,breed_TP,NA,4982.909161,7.980576317,57.7234115
MS11S2080-007,C2,sel,C2_sel,breed_TP,NA,5173.195212,14.37194635,64.5705092
MS11S2080-009,C2,sel,C2_sel,breed_TP,NA,4858.356345,11.0509468,64.85670523
MS11S2080-010,C2,sel,C2_sel,breed_TP,NA,4981.448634,9.397906087,67.95460495
MS11S2080-012,C2,sel,C2_sel,breed_TP,NA,4483.683278,6.187978108,68.32266089
MS11S2080-015,C2,sel,C2_sel,breed_TP,NA,3459.304201,2.445359115,71.29244375
MS11S2080-016,C2,sel,C2_sel,breed_TP,NA,5245.502969,8.9689498,70.66003438
MS11S2080-017,C2,sel,C2_sel,breed_TP,NA,4742.526471,2.917836287,75.29601456
MS11S2080-019,C2,sel,C2_sel,breed_TP,NA,5218.28155,9.117305588,69.20536693
MS11S2082-001,C2,sel,C2_sel,breed_TP,NA,5202.263224,18.89760039,65.09355081
MS11S2082-014,C2,sel,C2_sel,breed_TP,NA,5122.722108,22.94977112,69.15233423
MS11S2090-011,C2,sel,C2_sel,breed_TP,NA,5752.950415,7.388246597,69.30458005
MS11S2090-013,C2,sel,C2_sel,breed_TP,NA,5253.189878,16.25434443,58.35359528
MS11S2090-020,C2,sel,C2_sel,breed_TP,NA,5084.315146,4.291468698,70.23445179
MS11S2090-023,C2,sel,C2_sel,breed_TP,NA,5181.276042,8.849452584,71.9723141
MS11S2091-015,C2,sel,C2_sel,breed_TP,NA,5271.536208,8.749427204,68.60136057
6B03-4304,C0,par,C0_par,TGS_VP,BARI,6524.551854,11.15720922,85.01196076
6B03-4478,C0,par,C0_par,TGS_VP,BARI,7098.349445,16.17213212,80.25725585
6B04-0290,C0,par,C0_par,TGS_VP,BARI,6240.910927,17.26510729,84.02465992
6B05-0922,C0,par,C0_par,TGS_VP,BARI,6743.86435,12.05320374,85.02284861
6B06-1132,C0,par,C0_par,TGS_VP,BARI,6649.731143,15.39703785,85.48554987
FEG141-20,C0,par,C0_par,TGS_VP,UMN,6491.890155,13.70322372,85.68837308
FEG153-58,C0,par,C0_par,TGS_VP,UMN,6234.219997,11.49886833,85.22868146
FEG154-47,C0,par,C0_par,TGS_VP,UMN,6180.00842,10.77601967,85.40395947
FEG175-57,C0,par,C0_par,TGS_VP,UMN,6104.519858,8.842980258,87.63050069
M122,C0,par,C0_par,TGS_VP,UMN,6785.089008,11.53398696,85.98424165
ND20448,C0,par,C0_par,TGS_VP,NDSU,6208.097459,11.16302113,85.19687799
ND24906,C0,par,C0_par,TGS_VP,NDSU,5786.803552,19.19053056,84.72446124
ND25160,C0,par,C0_par,TGS_VP,NDSU,6912.080399,10.19210175,85.11752809
ND25652,C0,par,C0_par,TGS_VP,NDSU,6524.028478,13.28589085,81.5348271
ND25728,C0,par,C0_par,TGS_VP,NDSU,6961.676891,8.221336904,88.63838155
ND25986,C0,par,C0_par,TGS_VP,NDSU,6756.65594,9.515018229,87.75491959
ND26036,C0,par,C0_par,TGS_VP,NDSU,6224.585339,8.154899586,85.2477597
ND26104,C0,par,C0_par,TGS_VP,NDSU,6600.264405,16.28997183,80.70621994
MS10S3001-007,C1,ran,C1_ran,TGS_VP,NA,6625.245511,10.10485841,88.45602096
MS10S3002-014,C1,ran,C1_ran,TGS_VP,NA,6396.575995,12.57772804,87.05138729
MS10S3002-015,C1,ran,C1_ran,TGS_VP,NA,6098.939569,10.97097181,88.19328359
MS10S3002-021,C1,ran,C1_ran,TGS_VP,NA,6717.164202,12.00532213,89.75731185
MS10S3002-024,C1,ran,C1_ran,TGS_VP,NA,6640.032293,13.10208562,84.29549972
MS10S3003-002,C1,ran,C1_ran,TGS_VP,NA,6447.373114,12.09126665,89.04675071
MS10S3004-006,C1,ran,C1_ran,TGS_VP,NA,6577.213063,9.871660073,87.45071074
MS10S3004-018,C1,ran,C1_ran,TGS_VP,NA,5934.230832,14.22945131,86.15566512
MS10S3008-004,C1,ran,C1_ran,TGS_VP,NA,6366.52302,7.949887637,85.38549058
MS10S3008-005,C1,ran,C1_ran,TGS_VP,NA,5952.160777,11.0115324,82.80650002
MS10S3008-007,C1,ran,C1_ran,TGS_VP,NA,6323.678108,8.240624704,90.38611724
MS10S3008-009,C1,ran,C1_ran,TGS_VP,NA,6278.215775,13.26303205,87.47727116
MS10S3008-010,C1,ran,C1_ran,TGS_VP,NA,6248.127745,8.725516346,87.09755435
MS10S3008-012,C1,ran,C1_ran,TGS_VP,NA,6265.978392,7.410629682,92.63612885
MS10S3008-014,C1,ran,C1_ran,TGS_VP,NA,6880.282592,14.69618552,81.92894125
MS10S3012-020,C1,ran,C1_ran,TGS_VP,NA,6104.511829,9.346409312,81.14620117
MS10S3013-020,C1,ran,C1_ran,TGS_VP,NA,6778.304223,13.54048156,85.85415593
MS10S3016-004,C1,ran,C1_ran,TGS_VP,NA,6508.315742,10.77669752,85.92952329
MS10S3016-006,C1,ran,C1_ran,TGS_VP,NA,6344.325512,14.51701876,82.42309955
MS10S3016-011,C1,ran,C1_ran,TGS_VP,NA,6807.672778,7.187236597,90.22420428
MS10S3017-001,C1,ran,C1_ran,TGS_VP,NA,6187.647196,11.65100339,84.33141595
MS10S3017-012,C1,ran,C1_ran,TGS_VP,NA,6040.78864,11.40464147,88.83655933
MS10S3017-015,C1,ran,C1_ran,TGS_VP,NA,6519.787043,14.5937318,81.23116491
MS10S3018-007,C1,ran,C1_ran,TGS_VP,NA,6359.893898,11.17217196,91.06328784
MS10S3019-005,C1,ran,C1_ran,TGS_VP,NA,6399.409973,19.9016219,77.19791151
MS10S3019-013,C1,ran,C1_ran,TGS_VP,NA,5424.455168,6.551851384,90.56497416
MS10S3021-013,C1,ran,C1_ran,TGS_VP,NA,6653.985437,12.84012303,85.82751659
MS10S3022-019,C1,ran,C1_ran,TGS_VP,NA,6322.633204,13.13131881,89.37122674
MS10S3022-020,C1,ran,C1_ran,TGS_VP,NA,6106.293845,8.160141475,92.43769633
